Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances
gold_standard_high_single	RH|P|C1590_116	NapA	100	762	r__Root	1.0	111	2.6e-81	1.0	1.2392	0.187,0.5839,0.4683
gold_standard_high_single	RH|P|C2692_293	NapA	124	773	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	8.9e-86	0.9932956335	0.9532	0.0653,0.6006,0.2874
gold_standard_high_single	RH|P|C14470_241	NapA	100	762	r__Root	1.0	111	1.1e-76	1.0	1.2765	0.2001,0.608,0.4683
gold_standard_high_single	RH|P|C35736_66	NapA	92	722	r__Root	1.0	111	1e-82	1.0	1.6984	0.522,0.7081,0.4683
gold_standard_high_single	RH|P|C9345_18	NapA	98	759	r__Root	1.0	111	1.7e-74	1.0	1.4376	0.2866,0.6827,0.4683
gold_standard_high_single	RH|P|C3493_114	NapA	104	765	r__Root	1.0	111	3.7e-79	1.0	1.3872	0.4153,0.5036,0.4683
gold_standard_high_single	RH|P|C22969_324	NapA	104	762	r__Root	1.0	111	1.3e-74	1.0	1.4967	0.2921,0.7363,0.4683
gold_standard_high_single	RH|P|C11159_700	NapA	104	767	r__Root	1.0	111	1.4e-80	1.0	1.363	0.2457,0.649,0.4683
gold_standard_high_single	RH|P|C18552_14	NapA	104	764	r__Root	1.0	111	5.3e-81	1.0	1.519	0.3447,0.706,0.4683
gold_standard_high_single	RH|P|C35294_114	NapA	100	759	r__Root	1.0	111	4.1e-74	1.0	1.2297	0.1483,0.6131,0.4683
gold_standard_high_single	RH|P|C22466_169	NapA	1	212	r__Root	1.0	156	2.8e-52	1.0	2.1099	0.0538,0.6296,1.4265
gold_standard_high_single	RH|P|C27872_8	NapA	1	304	r__Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	1.0	793	1.8e-134	0.5419490829	0.0698	0.0275,0.0423,0.0
gold_standard_high_single	RH|P|C34931_132	NapA	1	526	r__Root	1.0	1524	2.8e-155	1.0	2.8171	0.0001,0.832,1.985
gold_standard_high_single	RH|P|C23107_67	NapA	1	527	r__Root	1.0	1524	5.5e-162	1.0	2.6692	0.0176,0.6667,1.985
gold_standard_high_single	RH|P|C17557_720	NapA	213	739	r__Root; d__Bacteria	1.0	1	3.1e-33	1.0	1.1816	0.7843,0.3973,0.0
gold_standard_high_single	RH|P|C23743_235	NapA	46	681	r__Root	1.0	1	2.6e-13	1.0	3.1837	1.2309,1.9528,0.0
gold_standard_high_single	RH|P|C17242_206	NapA	213	739	r__Root	1.0	1	1.3e-32	1.0	1.3149	0.9293,0.3856,0.0
gold_standard_high_single	RH|P|C15177_111	NapA	191	771	r__Root	1.0	2	2.3e-40	1.0	1.9473	1.2794,0.6678,0.0
gold_standard_high_single	RH|P|C26304_72	NapA	29	596	r__Root	1.0	1524	6e-108	0.9999996385	3.5176	0.0001,1.5326,1.985
gold_standard_high_single	RH|P|C11754_458	NapA	216	802	r__Root	1.0	2	2.2e-51	1.0	2.8924	1.4666,1.4258,0.0
gold_standard_high_single	RH|P|C13293_177	NapA	209	779	r__Root	1.0	2	5.7e-46	1.0	2.4016	1.3979,1.0036,0.0
gold_standard_high_single	RH|P|C4838_426	NapA	2	668	r__Root	1.0	2	7.6e-43	1.0	2.844	0.4855,2.3584,0.0
gold_standard_high_single	RH|P|C10991_74	NapA	1	646	r__Root	1.0	2	5.7e-65	1.0	3.0317	1.2532,1.7785,0.0
gold_standard_high_single	RH|P|C33173_89	NapA	197	812	r__Root	1.0	1525	3e-103	0.949326181	4.0571	0.0001,0.7798,3.2772
gold_standard_high_single	RH|P|C8113_24	NapA	32	696	r__Root	1.0	17	7.3e-62	0.9998629094	2.1165	0.8255,1.291,0.0
gold_standard_high_single	RH|P|C11499_208	NapA	1	668	r__Root	1.0	12	2.3e-97	1.0	2.8085	1.5695,1.2391,0.0
gold_standard_high_single	RH|P|C6252_94	NapA	41	705	r__Root	1.0	15	2.4e-60	1.0	2.4572	0.029,1.1589,1.2692
gold_standard_high_single	RH|P|C5097_200	NapA	35	701	r__Root	1.0	15	2.2e-63	0.8548525819	2.4808	0.0366,1.175,1.2692
gold_standard_high_single	RH|P|C31729_42	NapA	1	526	r__Root	1.0	104	1.2e-161	1.0	1.701	0.9756,0.1054,0.62
gold_standard_high_single	RH|P|C27425_203	NapA	1	537	r__Root	1.0	104	2.5e-140	1.0	1.8018	0.5551,0.6267,0.62
gold_standard_high_single	RH|P|C23751_102	NapA	107	772	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria	1.0	109	2e-77	0.9966320788	0.6977	0.0304,0.5148,0.1525
gold_standard_high_single	RH|P|C7425_7	NapA	109	772	r__Root; d__Bacteria	1.0	110	8.5e-89	0.8184912793	1.0046	0.1289,0.5883,0.2874
gold_standard_high_single	RH|P|C5562_681	NapA	114	768	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria	1.0	109	3.7e-84	0.9865767534	0.7622	0.0455,0.5642,0.1525
gold_standard_high_single	RH|P|C34071_200	NapA	105	768	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	1.6e-92	0.9757831498	0.8756	0.0622,0.526,0.2874
gold_standard_high_single	RH|P|C4955_428	NapA	91	751	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria	1.0	110	5.8e-83	1.0	0.6733	0.112,0.2739,0.2874
gold_standard_high_single	RH|P|C41492_103	NapA	97	751	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	2.6e-82	1.0	0.7771	0.0949,0.3948,0.2874
gold_standard_high_single	RH|P|C36240_74	NapA	107	772	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	5.3e-75	1.0	0.8382	0.0808,0.47,0.2874
gold_standard_high_single	RH|P|C16077_453	NapA	117	780	r__Root	1.0	111	6.9e-81	1.0	1.2185	0.0001,0.7502,0.4683
gold_standard_high_single	RH|P|C20086_150	NapA	101	763	r__Root	1.0	111	3.1e-86	1.0	1.392	0.1369,0.7867,0.4683
gold_standard_high_single	RH|P|C26479_41	NapA	113	769	r__Root	1.0	111	4e-85	1.0	1.3047	0.1169,0.7195,0.4683
gold_standard_high_single	RH|P|C1786_247	NapA	97	759	r__Root	1.0	111	1.2e-74	1.0	1.3982	0.1873,0.7426,0.4683
gold_standard_high_single	RH|P|C35983_404	NapA	104	759	r__Root	1.0	111	1.6e-76	1.0	1.3818	0.2368,0.6767,0.4683
gold_standard_high_single	RH|P|C15858_56	NapA	112	764	r__Root; d__Bacteria	1.0	111	4.5e-87	1.0	1.0869	0.1114,0.5072,0.4683
gold_standard_high_single	RH|P|C13146_26	NapA	106	762	r__Root; d__Bacteria	1.0	111	4.6e-95	1.0	1.0129	0.055,0.4896,0.4683
gold_standard_high_single	RH|P|C22360_13	NapA	103	761	r__Root; d__Bacteria	1.0	111	5e-88	1.0	1.0888	0.1576,0.4629,0.4683
gold_standard_high_single	RH|P|C11573_397	NapA	100	728	r__Root	1.0	111	4.2e-79	1.0	1.391	0.3557,0.567,0.4683
gold_standard_high_single	RH|P|C17265_78	NapA	2	657	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae	1.0	556	1.8e-246	0.4382117705	0.2551	0.0675,0.1875,0.0
gold_standard_high_single	RH|P|C33337_55	NapA	1	524	r__Root	1.0	1524	2.5e-156	1.0	2.888	0.0556,0.8474,1.985
gold_standard_high_single	RH|P|C32277_4	NapA	1	607	r__Root	1.0	1524	2.4e-131	1.0	3.1889	0.0001,1.2038,1.985
gold_standard_high_single	RH|P|C19437_81	NapA	1	545	r__Root	1.0	1525	4e-128	1.0	4.4872	0.1995,1.0105,3.2772
gold_standard_high_single	RH|P|C18421_146	NapA	213	739	r__Root; d__Bacteria	1.0	1	2.2e-32	1.0	1.0543	0.8251,0.2292,0.0
gold_standard_high_single	RH|P|C16562_181	NapA	193	763	r__Root	1.0	1	5.9e-37	1.0	2.6647	1.736,0.9287,0.0
gold_standard_high_single	RH|P|C35152_698	NapA	192	766	r__Root	1.0	1	3.4e-40	0.7314405829	3.3865	2.0125,1.374,0.0
gold_standard_high_single	RH|P|C3488_124	NapA	192	764	r__Root	1.0	1	4.6e-41	1.0	2.8755	1.8852,0.9903,0.0
gold_standard_high_single	RH|P|C13114_596	NapA	2	600	r__Root	1.0	2	4.9e-61	1.0	2.9296	1.2404,1.6891,0.0
gold_standard_high_single	RH|P|C12302_27	NapA	217	807	r__Root	1.0	2	2e-50	1.0	2.5479	1.3709,1.177,0.0
gold_standard_high_single	RH|P|C13446_201	NapA	227	808	r__Root	1.0	2	3.5e-56	1.0	2.3414	1.4929,0.8485,0.0
gold_standard_high_single	RH|P|C24225_1	NapA	128	674	r__Root	1.0	2	2.4e-46	1.0	2.8073	0.8552,1.9521,0.0
gold_standard_high_single	RH|P|C1938_164	NapA	240	835	r__Root	1.0	2	1.1e-45	1.0	2.9163	1.4152,1.5011,0.0
gold_standard_high_single	RH|P|C11799_29	NapA	191	770	r__Root	1.0	2	3.9e-46	1.0	2.2707	1.4813,0.7894,0.0
gold_standard_high_single	RH|P|C35045_16	NapA	279	854	r__Root	1.0	2	6.8e-45	1.0	2.6642	1.4131,1.2511,0.0
gold_standard_high_single	RH|P|C1225_100	NapA	235	832	r__Root	1.0	1	5e-53	0.735701491	2.7918	1.8125,0.9793,0.0
gold_standard_high_single	RH|P|C36406_28	NapA	7	680	r__Root	1.0	8	3.6e-175	0.6108554657	1.3208	0.0788,0.4594,0.7826
gold_standard_high_single	RH|P|C41079_472	NapA	1	659	r__Root	1.0	10	1.5e-83	0.979531338	1.5996	0.5765,1.0231,0.0
gold_standard_high_single	RH|P|C1624_52	NapA	1	665	r__Root	1.0	12	1.2e-104	1.0	2.1163	1.4953,0.621,0.0
gold_standard_high_single	RH|P|C10273_76	NapA	1	663	r__Root	1.0	12	2.1e-81	1.0	2.3675	1.1886,1.1789,0.0
gold_standard_high_single	RH|P|C39653_52	NapA	1	665	r__Root	1.0	12	1.2e-104	1.0	2.1163	1.4953,0.621,0.0
gold_standard_high_single	RH|P|C3749_47	NapA	6	668	r__Root	1.0	12	6.3e-97	1.0	2.4739	1.6602,0.8137,0.0
gold_standard_high_single	RH|P|C18155_307	NapA	2	646	r__Root	1.0	14	5.6e-74	1.0	1.5877	0.5309,1.0568,0.0
gold_standard_high_single	RH|P|C29286_121	NapA	1	649	r__Root	1.0	15	6.8e-102	1.0	2.2938	0.1151,0.9094,1.2692
gold_standard_high_single	RH|P|C13876_63	NapA	1	671	r__Root	1.0	15	4.5e-108	1.0	2.0469	0.1817,0.596,1.2692
gold_standard_high_single	RH|P|C27923_102	NapA	1	567	r__Root	1.0	1524	4.4e-133	0.9182759731	3.1956	0.0001,1.2106,1.985
gold_standard_high_single	RH|P|C11677_96	NapA	114	767	r__Root; d__Bacteria; p__Proteobacteria	1.0	106	1e-89	0.9852278441	0.7792	0.233,0.5462,0.0
gold_standard_high_single	RH|P|C3363_408	NapA	131	778	r__Root; d__Bacteria; p__Proteobacteria	1.0	106	3.4e-80	1.0	0.8392	0.2419,0.5974,0.0
gold_standard_high_single	RH|P|C19518_5	NapA	100	764	r__Root; d__Bacteria; p__Proteobacteria	1.0	106	3.6e-76	0.9998698843	0.8503	0.2207,0.6297,0.0
gold_standard_high_single	RH|P|C40287_449	NapA	96	758	r__Root; d__Bacteria; p__Proteobacteria	1.0	109	1.1e-82	0.596659935	0.7741	0.0981,0.5236,0.1525
gold_standard_high_single	RH|P|C3882_121	NapA	96	740	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria	1.0	110	1.9e-80	1.0	0.7361	0.1251,0.3236,0.2874
gold_standard_high_single	RH|P|C29594_16	NapA	91	759	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	2.5e-82	0.9944397277	0.9124	0.05,0.5751,0.2874
gold_standard_high_single	RH|P|C33025_151	NapA	101	729	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	1.3e-73	1.0	0.9842	0.0952,0.6016,0.2874
gold_standard_high_single	RH|P|C11211_112	NapA	105	761	r__Root; d__Bacteria; p__Proteobacteria	1.0	109	3.2e-83	0.9593226226	0.8057	0.0667,0.5865,0.1525
gold_standard_high_single	RH|P|C37648_114	NapA	108	772	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	1.7e-77	1.0	0.8862	0.0681,0.5307,0.2874
gold_standard_high_single	RH|P|C39422_36	NapA	69	714	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	4.1e-84	0.7593138337	0.9014	0.1189,0.4951,0.2874
gold_standard_high_single	RH|P|C17324_82	NapA	100	727	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	1.7e-79	0.992760737	0.9878	0.0534,0.6471,0.2874
gold_standard_high_single	RH|P|C3532_23	NapA	101	763	r__Root; d__Bacteria	1.0	110	7e-84	0.8820690937	1.0226	0.131,0.6043,0.2874
gold_standard_high_single	RH|P|C25815_95	NapA	110	765	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	2.4e-86	1.0	0.906	0.0924,0.5263,0.2874
gold_standard_high_single	RH|P|C41511_116	NapA	100	759	r__Root	1.0	111	5.2e-74	1.0	1.2297	0.1483,0.6131,0.4683
gold_standard_high_single	RH|P|C40215_172	NapA	94	722	r__Root	1.0	111	5.2e-83	1.0	1.7844	0.5385,0.7776,0.4683
gold_standard_high_single	RH|P|C8184_2	NapA	97	758	r__Root	1.0	111	3.8e-78	1.0	1.4269	0.2289,0.7296,0.4683
gold_standard_high_single	RH|P|C29231_72	NapA	101	758	r__Root	1.0	111	3e-73	1.0	1.3613	0.2313,0.6616,0.4683
gold_standard_high_single	RH|P|C7719_15	NapA	100	764	r__Root; d__Bacteria	1.0	111	5e-78	1.0	1.1243	0.1593,0.4967,0.4683
gold_standard_high_single	RH|P|C38877_2	NapA	111	773	r__Root; d__Bacteria	1.0	111	8.3e-79	1.0	1.1504	0.1427,0.5394,0.4683
gold_standard_high_single	RH|P|C9489_785	NapA	124	780	r__Root; d__Bacteria	1.0	111	4.1e-86	1.0	1.124	0.1655,0.4902,0.4683
gold_standard_high_single	RH|P|C28342_23	NapA	110	740	r__Root; d__Bacteria	1.0	111	2.4e-87	1.0	1.1009	0.2497,0.3829,0.4683
gold_standard_high_single	RH|P|C34516_429	NapA	101	727	r__Root	1.0	111	7.1e-74	1.0	1.2288	0.0619,0.6986,0.4683
gold_standard_high_single	RH|P|C35435_229	NapA	104	762	r__Root	1.0	111	8.3e-75	1.0	1.4927	0.2963,0.728,0.4683
gold_standard_high_single	RH|P|C12631_78	NapA	147	807	r__Root; d__Bacteria	1.0	111	1.9e-87	1.0	1.0028	0.1813,0.3532,0.4683
gold_standard_high_single	RH|P|C17872_219	NapA	114	765	r__Root	1.0	111	1.4e-81	1.0	1.2553	0.0805,0.7065,0.4683
gold_standard_high_single	RH|P|C27950_343	NapA	180	844	r__Root; d__Bacteria	1.0	111	2.9e-90	1.0	1.0689	0.1156,0.485,0.4683
gold_standard_high_single	RH|P|C9209_40	NapA	62	723	r__Root	1.0	111	8.2e-89	1.0	1.7583	0.6671,0.6229,0.4683
gold_standard_high_single	RH|P|C18320_197	NapA	96	767	r__Root; d__Bacteria	1.0	111	1.2e-80	1.0	1.1976	0.1351,0.5942,0.4683
gold_standard_high_single	RH|P|C31890_4	NapA	102	764	r__Root	1.0	111	1.3e-80	1.0	1.477	0.2949,0.7138,0.4683
gold_standard_high_single	RH|P|C18754_72	NapA	104	765	r__Root	1.0	111	1.4e-80	1.0	1.431	0.4381,0.5246,0.4683
gold_standard_high_single	RH|P|C29239_154	NapA	100	711	r__Root	1.0	111	2.4e-82	1.0	1.3533	0.3423,0.5427,0.4683
gold_standard_high_single	RH|P|C36866_69	NapA	1	526	r__Root	1.0	156	4.2e-152	1.0	2.0808	0.0781,0.5762,1.4265
gold_standard_high_single	RH|P|C30664_29	NapA	3	637	r__Root	1.0	1524	2.1e-165	1.0	3.2028	0.0001,1.2177,1.985
gold_standard_high_single	RH|P|C18288_62	NapA	195	840	r__Root	1.0	1525	1.7e-77	1.0	5.2326	0.0001,1.9554,3.2772
gold_standard_high_single	RH|P|C10967_56	NapA	106	709	r__Root	1.0	1525	4.1e-09	0.9644242826	6.4218	0.0001,3.1446,3.2772
gold_standard_high_single	RH|P|C10194_341	NapA	188	770	r__Root	1.0	1	1.4e-41	1.0	2.7927	1.6873,1.1054,0.0
gold_standard_high_single	RH|P|C4462_142	NapA	213	739	r__Root; d__Bacteria	1.0	1	2.2e-32	1.0	1.0543	0.8251,0.2292,0.0
gold_standard_high_single	RH|P|C27499_160	NapA	235	784	r__Root	1.0	1	1e-42	0.8099449794	2.8496	1.6979,1.1517,0.0
gold_standard_high_single	RH|P|C15475_9	NapA	212	857	r__Root	1.0	2	7.2e-76	1.0	2.5934	1.6132,0.9802,0.0
gold_standard_high_single	RH|P|C9190_664	NapA	235	825	r__Root	1.0	2	3.2e-49	1.0	2.6215	1.2334,1.3881,0.0
gold_standard_high_single	RH|P|C23695_423	NapA	191	771	r__Root	1.0	2	9.8e-41	1.0	1.9159	1.3197,0.5962,0.0
gold_standard_high_single	RH|P|C10538_33	NapA	5	663	r__Root; d__Bacteria; p__Proteobacteria	1.0	7	1.6e-188	1.0	0.8932	0.0505,0.3706,0.4721
gold_standard_high_single	RH|P|C24960_39	NapA	27	590	r__Root	1.0	12	3.2e-51	1.0	2.0564	0.9228,1.1336,0.0
gold_standard_high_single	RH|P|C9974_39	NapA	27	590	r__Root	1.0	12	3.2e-51	1.0	2.0564	0.9228,1.1336,0.0
gold_standard_high_single	RH|P|C33352_148	NapA	12	378	r__Root	1.0	17	5.3e-32	1.0	1.3689	0.6765,0.6924,0.0
gold_standard_high_single	RH|P|C32514_6	NapA	1	527	r__Root	1.0	1524	4.7e-163	0.9974871474	2.6631	0.0087,0.6694,1.985
gold_standard_high_single	RH|P|C4748_357	NapA	1	536	r__Root	1.0	104	8.8e-147	1.0	1.8409	0.8042,0.4166,0.62
gold_standard_high_single	RH|P|C26680_146	NapA	107	772	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	1.6e-77	1.0	0.9662	0.1138,0.565,0.2874
gold_standard_high_single	RH|P|C25392_22	NapA	112	767	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	5.6e-82	1.0	0.8765	0.0857,0.5035,0.2874
gold_standard_high_single	RH|P|C32935_4	NapA	99	758	r__Root; d__Bacteria; p__Proteobacteria	1.0	109	1.4e-82	0.9807915033	0.8077	0.0758,0.5794,0.1525
gold_standard_high_single	RH|P|C8424_572	NapA	110	764	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	9.7e-84	1.0	0.8545	0.125,0.4421,0.2874
gold_standard_high_single	RH|P|C28984_13	NapA	107	763	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	7.9e-84	1.0	0.8483	0.1142,0.4467,0.2874
gold_standard_high_single	RH|P|C24374_108	NapA	113	761	r__Root	1.0	111	3.8e-97	1.0	2.0987	0.9884,0.642,0.4683
gold_standard_high_single	RH|P|C28109_42	NapA	127	781	r__Root; d__Bacteria	1.0	111	4.9e-93	1.0	1.0261	0.1472,0.4106,0.4683
gold_standard_high_single	RH|P|C18537_201	NapA	97	759	r__Root	1.0	111	6.2e-77	1.0	1.3982	0.1873,0.7426,0.4683
gold_standard_high_single	RH|P|C15867_123	NapA	99	762	r__Root	1.0	111	1.3e-76	1.0	1.331	0.4036,0.4591,0.4683
gold_standard_high_single	RH|P|C32789_52	NapA	109	774	r__Root; d__Bacteria	1.0	111	1.4e-90	1.0	1.088	0.0941,0.5256,0.4683
gold_standard_high_single	RH|P|C19253_37	NapA	103	760	r__Root	1.0	111	4.1e-79	1.0	1.6796	0.4497,0.7616,0.4683
gold_standard_high_single	RH|P|C23654_280	NapA	107	761	r__Root; d__Bacteria	1.0	111	4.9e-85	0.5440038681	0.9947	0.0745,0.452,0.4683
gold_standard_high_single	RH|P|C30170_165	NapA	91	758	r__Root	1.0	111	4.7e-80	1.0	1.3988	0.2419,0.6887,0.4683
gold_standard_high_single	RH|P|C7842_207	NapA	102	764	r__Root	1.0	111	3.5e-80	1.0	1.477	0.2949,0.7138,0.4683
gold_standard_high_single	RH|P|C14252_111	NapA	103	764	r__Root; d__Bacteria	1.0	111	8.9e-84	1.0	1.201	0.181,0.5517,0.4683
gold_standard_high_single	RH|P|C12554_31	NapA	1	527	r__Root	1.0	111	1.1e-153	1.0	2.2183	1.2706,0.4794,0.4683
gold_standard_high_single	RH|P|C1002_146	NapA	90	759	r__Root; d__Bacteria	1.0	111	4.8e-82	1.0	1.1664	0.148,0.5501,0.4683
gold_standard_high_single	RH|P|C9896_398	NapA	105	762	r__Root	1.0	111	4.5e-74	1.0	1.4344	0.2783,0.6878,0.4683
gold_standard_high_single	RH|P|C8854_82	NapA	114	771	r__Root	1.0	111	9.4e-78	1.0	1.3207	0.1296,0.7228,0.4683
gold_standard_high_single	RH|P|C26458_169	NapA	1	212	r__Root	1.0	156	1.2e-51	1.0	2.1099	0.0538,0.6296,1.4265
gold_standard_high_single	RH|P|C29253_42	NapA	195	838	r__Root	1.0	1525	4.3e-81	1.0	5.0299	0.0001,1.7526,3.2772
gold_standard_high_single	RH|P|C30019_501	NapA	237	742	r__Root; d__Bacteria	1.0	1	1.7e-30	1.0	1.0393	0.7933,0.246,0.0
gold_standard_high_single	RH|P|C19720_89	NapA	213	739	r__Root; d__Bacteria	1.0	1	1.2e-32	1.0	1.0111	0.7861,0.2251,0.0
gold_standard_high_single	RH|P|C23345_124	NapA	230	741	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae	1.0	1	3.1e-30	1.0	0.2587	0.1538,0.1049,0.0
gold_standard_high_single	RH|P|C24885_177	NapA	2	639	r__Root	1.0	2	9.1e-68	1.0	2.9958	1.1182,1.8776,0.0
gold_standard_high_single	RH|P|C37008_440	NapA	217	812	r__Root	1.0	2	1.7e-55	1.0	2.2885	1.3584,0.9301,0.0
gold_standard_high_single	RH|P|C13050_28	NapA	213	781	r__Root	1.0	2	1.9e-55	1.0	2.6712	1.3698,1.3014,0.0
gold_standard_high_single	RH|P|C38141_165	NapA	2	639	r__Root	1.0	2	1.4e-68	1.0	2.8319	0.9733,1.8586,0.0
gold_standard_high_single	RH|P|C3176_11	NapA	220	803	r__Root	1.0	1	9.5e-51	0.799194975	3.1048	1.8821,1.2227,0.0
gold_standard_high_single	RH|P|C19033_7	NapA	4	644	r__Root; d__Bacteria	1.0	4	5.8e-176	1.0	0.9976	0.525,0.4726,0.0
gold_standard_high_single	RH|P|C19152_28	NapA	2	599	r__Root	1.0	10	1.3e-40	0.9901190658	1.6948	0.4377,1.2571,0.0
gold_standard_high_single	RH|P|C4292_211	NapA	1	665	r__Root	1.0	12	5.4e-104	1.0	2.0488	1.4834,0.5654,0.0
gold_standard_high_single	RH|P|C4137_466	NapA	42	711	r__Root	1.0	15	2.6e-65	1.0	2.4328	0.0001,1.1635,1.2692
gold_standard_high_single	RH|P|C20335_63	NapA	1	676	r__Root	1.0	80	1.6e-107	0.8790058067	3.1999	0.245,0.7097,2.2451
gold_standard_high_single	RH|P|C17125_48	NapA	1	528	r__Root	1.0	1524	4.2e-160	0.9059550182	2.7862	0.008,0.7932,1.985
gold_standard_high_single	RH|P|C14109_6	NapA	35	689	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria	1.0	106	4e-94	0.6176448516	0.7705	0.3081,0.4624,0.0
gold_standard_high_single	RH|P|C8061_58	NapA	111	757	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	1.5e-96	1.0	0.9194	0.0753,0.5567,0.2874
gold_standard_high_single	RH|P|C12120_236	NapA	124	773	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	6.7e-86	0.994567515	0.94	0.0637,0.5889,0.2874
gold_standard_high_single	RH|P|C10901_94	NapA	90	753	r__Root; d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria	1.0	110	1.7e-80	1.0	0.7709	0.1244,0.3591,0.2874
gold_standard_high_single	RH|P|C38472_23	NapA	111	764	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	2.1e-89	1.0	0.8484	0.0566,0.5044,0.2874
gold_standard_high_single	RH|P|C14565_407	NapA	155	808	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	4.9e-83	1.0	0.8952	0.0682,0.5396,0.2874
gold_standard_high_single	RH|P|C10947_139	NapA	110	764	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	4.2e-86	1.0	0.89	0.0925,0.5101,0.2874
gold_standard_high_single	RH|P|C11961_271	NapA	103	765	r__Root	1.0	111	3.3e-83	1.0	1.292	0.3855,0.4382,0.4683
gold_standard_high_single	RH|P|C7711_3	NapA	1	208	r__Root; d__Bacteria	1.0	111	3.8e-33	1.0	1.1536	0.2712,0.4141,0.4683
gold_standard_high_single	RH|P|C26894_147	NapA	96	767	r__Root; d__Bacteria	1.0	111	4.9e-81	1.0	1.1954	0.1318,0.5953,0.4683
gold_standard_high_single	RH|P|C11856_301	NapA	104	762	r__Root	1.0	111	1.3e-76	1.0	1.4007	0.2818,0.6506,0.4683
gold_standard_high_single	RH|P|C23879_3	NapA	104	764	r__Root	1.0	111	2.8e-79	1.0	1.3872	0.4153,0.5036,0.4683
gold_standard_high_single	RH|P|C41517_55	NapA	100	759	r__Root	1.0	111	1.7e-73	1.0	1.2322	0.1489,0.615,0.4683
gold_standard_high_single	RH|P|C38961_7	NapA	104	764	r__Root	1.0	111	4e-81	1.0	1.519	0.3447,0.706,0.4683
gold_standard_high_single	RH|P|C9093_270	NapA	103	765	r__Root	1.0	111	1.5e-83	1.0	1.292	0.3855,0.4382,0.4683
gold_standard_high_single	RH|P|C26790_89	NapA	100	759	r__Root	1.0	111	4.3e-74	1.0	1.2254	0.1473,0.6098,0.4683
gold_standard_high_single	RH|P|C13076_154	NapA	111	765	r__Root; d__Bacteria; p__Proteobacteria	1.0	110	3.9e-85	0.7604879267	0.9635	0.1277,0.5483,0.2874
gold_standard_high_single	RH|P|C3686_84	NapA	134	789	r__Root; d__Bacteria	1.0	111	1.4e-88	1.0	1.0234	0.2274,0.3277,0.4683
gold_standard_high_single	RH|P|C22626_246	NapA	101	766	r__Root	1.0	111	2.8e-84	1.0	1.3627	0.1419,0.7526,0.4683
gold_standard_high_single	RH|P|C17569_22	NapA	1	526	r__Root	1.0	1524	3.9e-148	1.0	3.0259	0.0001,1.0409,1.985
gold_standard_high_single	RH|P|C1324_7	NapA	196	837	r__Root	1.0	1525	3.1e-80	1.0	4.9045	0.0001,1.6273,3.2772
gold_standard_high_single	RH|P|C36072_143	NapA	191	767	r__Root	1.0	1	1.5e-46	0.8979137182	2.9921	1.8604,1.1317,0.0
gold_standard_high_single	RH|P|C28871_1	NapA	8	469	r__Root	1.0	1	4.6e-31	1.0	1.9209	1.7143,0.2067,0.0
gold_standard_high_single	RH|P|C41655_494	NapA	218	740	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1.0	1	1.4e-28	1.0	0.7484	0.7483,0.0001,0.0
gold_standard_high_single	RH|P|C17421_125	NapA	190	770	r__Root	1.0	1	2.9e-42	0.9763877701	2.7695	1.789,0.9806,0.0
gold_standard_high_single	RH|P|C13627_536	NapA	2	640	r__Root	1.0	2	2.8e-75	1.0	2.866	1.6856,1.1803,0.0
gold_standard_high_single	RH|P|C27738_39	NapA	195	839	r__Root	1.0	1525	5.1e-79	0.9999105733	5.0628	0.0001,1.7855,3.2772
